gid,timestamp,Date,Zone,Preferred Language (if translator needed)?,City,State,Zipcode,# of Occupants,Are you living here now?,Rent or Own?,Rent or Own? 2,"If not here, where are you staying?",Do you need a safe place to sleep?,Does anyone in your household need food?,Do you have electricity?,Do you have water?,Do you have heat?,Do you have plumbing?,Is the water clean?,Are there children living here?,Are there senior citizens living here?,Are there disabled people living here?,What is your country of origin?,Did you stay at home during Sandy?,Was your house damaged?,Do you have a mold problem?,Do you need help with repairs?,Does anyone in your household need medical attention?,Is anyone at home feeling stressed out?,Does anyone need to speak with a lawyer?,Does anyone need to speak with a lawyer? 2,Did you receive Disaster Food Stamps?,Do you need help with unemployment benefits?,Have you registered with FEMA?,Did you receive a check from FEMA?,Did you receive all the funds you believe you should have received from FEMA?,Did you apply for an SBA loan?,"If you didn’t apply for an SBA loan, was it because you were:",Name of insurers:,Did you file an insurance claim?,Do you have flood insurance?,Have you received your flood insurance payment?,Did the payment cover all repairs?,"If insurance payment was insufficient, or claim denied, did you file an appeal?","If insurance payment was insufficient, or claim denied, did you file an appeal? 2",Would you accept help from an attorney with filing an insurance appeal?,Are you having mortgage problems?,Do you need legal help with lender problems?,Did you receive FEMA rental assistance to help you with leasing a temporary or permanent apartment?,Did you rent out any part of your home pre-Sandy?,Would you be interested in attending a community meeting?,What is your greatest need?,Response,Stickers on house?,"If free non-perishable food was available ongoing in your community, would this be helpful?",Any specific details for medical attention?,Were you told not to register FEMA or not allowed to register with FEMA?,Would you accept help from an attorney for your FEMA appeal?,Was any portion of this house used as a rental unit pre-Sandy?,"If not, do you need FEMA rental assistance to help you with leasing a temporary or permanent apartment?",CONTACT INFO NOTES,BASIC INFO NOTES,FEMA/SBA NOTE,INSURANCE NOTES,HOUSING NOTES,OTHER NOTES,What subject(s) do these additional notes apply to?,Zone Number
SI1_944,2013-02-04T16:09:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_945,2013-02-04T16:10:01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_946,2013-02-04T16:10:44Z,,,,Staten Island,NY,,,YES,,OWN,,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,,YES,YES,NO,YES,YES,NO,,NO,YES,NO,YES,YES,NO,YES,,Allstate,Yes,NO,,NO,NO,,NO,NO,NO,,,NO,,Completed,,YES,,NO,YES,,NO,,,,,,,,
SI1_947,2013-02-04T16:10:46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_948,2013-02-04T16:11:16Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_949,2013-02-04T16:11:44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_950,2013-02-04T16:11:52Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,YES,,RENT,,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,,YES,YES,NO,NO,YES,YES,,NO,YES,YES,YES,YES,NO,NO,,,No,YES,,,,,,,,YES,,YES,,,,,,,YES,,NO,,"""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)""Child"" is stressed out.
(anyone stressed..? ""YES"" ""CHILD"" is notated)",,only first two questions are answered on questionaire sheet.,would like a place to stay,,Shelter/Housing,
SI1_951,2013-02-04T16:12:01Z,,E,,Staten Island,NY,,2,YES,,OWN,,YES,NO,YES,,YES,YES,,NO,NO,NO,,NO,YES,NO,NO,,YES,,NO,YES,NO,YES,YES,YES,NO,,Travelers,Yes,YES,YES,NO,YES,,NO,NO,NO,NO,,YES,Cleaning,,,YES,,NO,NO,YES,YES,,,,,,,,e10
SI1_952,2013-02-04T16:12:14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_953,2013-02-04T16:12:52Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_954,2013-02-04T16:13:02Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,4,YES,,OWN,Shelter,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,NO,,YES,,Allstate,Yes,,,NO,,,YES,NO,NO,,,,Repairs,Completed,,,,,YES,,,,,,,,,,13
SI1_955,2013-02-04T16:13:51Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,6,YES,,OWN,,NO,NO,YES,YES,YES,,YES,YES,,NO,,NO,YES,YES,,NO,,,,NO,,YES,YES,NO,,,,No,,,,,,,NO,NO,,,,Financial assistance,,,,sewage problem,,,YES,,,,,,,,,
SI1_956,2013-02-04T16:14:04Z,,,,Staten Island,NY,,,YES,,OWN,,,NO,YES,YES,YES,YES,,NO,YES,YES,,NO,YES,YES,YES,NO,YES,,NO,NO,NO,YES,NO,,YES,,Travelers,Yes,YES,YES,NO,NO,,YES,NO,NO,YES,,YES,Repairs,,,YES,,NO,YES,YES,,,,,,,,,
SI1_957,2013-02-04T16:14:09Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_958,2013-02-04T16:15:22Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,NO,NO,,,,,,,,,,,,,,,,,Completed,,,,YES,,,,,,WAITING ON FEMA - RECEIVED NOTHING.,,,,,13
SI1_959,2013-02-04T16:16:02Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_960,2013-02-04T16:16:50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_961,2013-02-04T16:17:20Z,,,,Staten Island,NY,,,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,NO,NO,Very Angry,Allstate,Yes,NO,YES,NO,NO,,NO,NO,,,,NO,,,,NO,,NO,NO,NO,,,,,,,,,
SI1_962,2013-02-04T16:17:27Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_963,2013-02-04T16:17:37Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,4,YES,,OWN,Family/Friend,NO,,,YES,YES,,,YES,YES,,,,,NO,YES,,,,,NO,YES,YES,NO,NO,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,12
SI1_964,2013-02-04T16:17:57Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_965,2013-02-04T16:17:59Z,,E,,Staten Island,NY,,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,,NO,,,YES,NO,,NO,YES,,NO,NO,NO,YES,YES,NO,NO,,,Yes,YES,YES,NO,,,,NO,NO,,,NO,,,,YES,,,,NO,,,,,,"renovation, furniture",,,
SI1_966,2013-02-04T16:18:51Z,,E,,Staten Island,NY,,3,YES,,OWN,,NO,NO,,YES,YES,YES,YES,NO,NO,YES,,YES,YES,NO,YES,NO,YES,,NO,YES,NO,YES,NO,NO,NO,,Unknown,Yes,YES,NO,NO,,,,NO,NO,NO,,YES,Financial assistance,,,,,,YES,NO,NO,,,,,,,,e10
SI1_967,2013-02-04T16:18:55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,
SI1_968,2013-02-04T16:19:05Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,6,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,YES,YES,,,Yes,NO,,NO,NO,,NO,YES,NO,NO,,NO,Financial assistance,Completed,,NO,,NO,NO,,NO,,"notation: ""basement and roof damage""",,,,,Shelter/Housing,
SI1_969,2013-02-04T16:19:32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_970,2013-02-04T16:19:58Z,,,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,Empire Marine,Yes,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,,,,NO,,,,NO,NO,,,,,,,,
SI1_971,2013-02-04T16:20:13Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_972,2013-02-04T16:20:42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_973,2013-02-04T16:21:19Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,Green,,,,,,,,,,,,,,
SI1_974,2013-02-04T16:21:33Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,3,YES,,OWN,,,,YES,YES,YES,YES,YES,YES,,NO,,,YES,NO,,NO,,,,,,YES,,NO,,,,,NO,,,,,,,,,,,Repairs,,,,,,,,,,,,,,,,
SI1_975,2013-02-04T16:21:53Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_976,2013-02-04T16:22:51Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,1,YES,,OWN,Family/Friend,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,NO,YES,NO,YES,,NO,YES,NO,YES,YES,NO,YES,,State Farm,Yes,NO,NO,NO,NO,,YES,NO,NO,YES,,YES,Heat,Completed,,NO,,NO,YES,YES,,OCCUPANCY WAS 3 PRE-STORM. 2 STAYING W/ FRIENDS.,PROBLEMS WITH HEATING SYSTEM.,,,,,,13
SI1_977,2013-02-04T16:24:33Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,7,YES,,,,NO,NO,YES,YES,NO,NO,YES,YES,YES,,,YES,YES,NO,YES,NO,YES,,NO,NO,NO,YES,NO,NO,,,,,,,,,,,,,,,,BOILER,Completed,,NO,,,,,,,,,,,,,
SI1_978,2013-02-04T16:24:35Z,,E,,Staten Island,NY,,5,YES,,RENT,,NO,NO,YES,,YES,YES,YES,YES,NO,YES,,NO,,NO,NO,NO,NO,,NO,NO,YES,YES,YES,NO,NO,,,No,NO,,,,,NO,NO,,,,NO,Financial assistance,,,NO,,NO,NO,YES,NO,,,,,,,,e10
SI1_979,2013-02-04T16:24:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,
SI1_980,2013-02-04T16:25:34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Blue,,,,,,,,,,,,,,
SI1_981,2013-02-04T16:25:48Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,5,YES,,OWN,,NO,YES,YES,YES,YES,YES,YES,YES,NO,,,NO,YES,YES,YES,YES,YES,,NO,NO,,,,,,,,Yes,YES,YES,YES,,,,,NO,,,,,Completed,,,,,,NO,,,,,,,,,
SI1_982,2013-02-04T16:25:55Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,10306,6,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,YES,NO,Debt / Financial,blank,Yes,NO,NO,NO,NO,,NO,NO,NO,YES,,YES,,Completed,,,,NO,NO,YES,NO,,,,,,,,
SI1_983,2013-02-04T16:26:08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_984,2013-02-04T16:26:55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_985,2013-02-04T16:27:33Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,10306,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,YES,NO,,,Yes,NO,NO,,,,,NO,,,,,,,,,,NO,NO,YES,,,,,,,,,
SI1_986,2013-02-04T16:27:37Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_987,2013-02-04T16:27:52Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,4,YES,,OWN,,,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,YES,,NO,YES,NO,YES,YES,YES,NO,,,Yes,,,,,,,,,,,,,Completed,,,,,NO,,,,,,TALK TO WIFE!?!,,,,13
SI1_988,2013-02-04T16:28:05Z,,,,Staten Island,NY,,1,YES,,OWN,,NO,,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,Completed,,YES,,,,,,,,,,,,,
SI1_989,2013-02-04T16:28:15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,
SI1_990,2013-02-04T16:28:52Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_991,2013-02-04T16:29:26Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_992,2013-02-04T16:30:02Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_993,2013-02-04T16:30:24Z,,E,,Staten Island,NY,,,YES,,OWN,,YES,NO,YES,YES,YES,YES,,YES,NO,NO,,YES,YES,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO,NO,,,Yes,YES,YES,YES,NO,,NO,NO,NO,NO,,,,,,NO,,NO,NO,NO,,,,,,,,,e10
SI1_994,2013-02-04T16:30:34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_995,2013-02-04T16:31:41Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,4,YES,,,,,,YES,YES,YES,,YES,,YES,NO,,,,YES,,,YES,,,,YES,YES,YES,,,,,Yes,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,
SI1_996,2013-02-04T16:31:42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_997,2013-02-04T16:32:18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_998,2013-02-04T16:32:50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_999,2013-02-04T16:33:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1000,2013-02-04T16:33:56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1001,2013-02-04T16:34:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1002,2013-02-04T16:34:49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1003,2013-02-04T16:35:06Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,3,YES,,OWN,,NO,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,NO,,NO,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,heat and plumbing uncertain,,,,,,
SI1_1004,2013-02-04T16:35:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,Blue,,,,,,,,,,,,,,
SI1_1005,2013-02-04T16:35:50Z,,E,,Staten Island,NY,,4,YES,,OWN,,YES,NO,,YES,YES,,YES,NO,NO,NO,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,NO,NO,NO,,,Yes,YES,NO,NO,NO,,NO,NO,NO,NO,,YES,Financial assistance,,,YES,,YES,NO,NO,NO,,,,,,,,e10
SI1_1006,2013-02-04T16:35:55Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,4,YES,,OWN,,YES,YES,YES,,,NO,NO,,YES,YES,,YES,YES,YES,YES,NO,YES,,,NO,YES,NO,NO,NO,NO,Unaware,State Farm,No,,,,,,YES,NO,YES,NO,,YES,Financial assistance,Completed,,YES,,NO,YES,YES,,,,,,,,,16
SI1_1007,2013-02-04T16:35:55Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,YES,NO,YES,YES,NO,NO,,,No,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,"food, water, FEMA assistance",Completed,,YES,,NO,YES,NO,NO,,,,,,,,
SI1_1008,2013-02-04T16:37:14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,Has a two year old son and needs help finding an apartment.,,,,,,,
SI1_1009,2013-02-04T16:37:31Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,2,NO,,OWN,Family/Friend,NO,YES,YES,YES,YES,NO,YES,NO,,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,YES,YES,,National Flood Insurance,Yes,YES,NO,NO,NO,,NO,NO,NO,NO,,NO,,Completed,,,,NO,NO,NO,NO,,,,BANK IS WITH-HOLDING INSURANCE MONEY.,,,,13
SI1_1010,2013-02-04T16:37:50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1011,2013-02-04T16:38:12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_1012,2013-02-04T16:39:01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1013,2013-02-04T16:39:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1014,2013-02-04T16:39:45Z,,E,,Staten Island,NY,10306,1,YES,,OWN,,,,YES,YES,YES,YES,,NO,YES,NO,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,NO,NO,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,
SI1_1015,2013-02-04T16:40:12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1016,2013-02-04T16:40:20Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,10306,2,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,,YES,,Allstate,Yes,YES,NO,,NO,,YES,YES,YES,YES,,YES,Repairs,Completed,None,YES,,,YES,NO,,,,FEMA PENDING,,,,,9
SI1_1017,2013-02-04T16:40:52Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1018,2013-02-04T16:41:11Z,,E,,Staten Island,NY,,,YES,,RENT,,YES,NO,YES,,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,NO,YES,,,No,NO,,NO,NO,,NO,NO,NO,NO,,NO,,,,,,NO,YES,NO,NO,,,,,,,,e10
SI1_1019,2013-02-04T16:41:55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1020,2013-02-04T16:42:14Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,NO,YES,Debt / Financial,Allstate,Yes,NO,NO,NO,,,YES,NO,NO,NO,,YES,Repairs,,,YES,,NO,NO,NO,NO,,,,,,,,
SI1_1021,2013-02-04T16:42:17Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,YES,,,,NO,,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,NO,,NO,NO,,NO,NO,NO,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_1022,2013-02-04T16:43:20Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,10306,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,NO,,NO,YES,,YES,,NO,YES,NO,NO,YES,,Andover Insurance co.,Yes,NO,,,NO,,YES,NO,NO,NO,,YES,FEMA help,Completed,,YES,,NO,YES,NO,NO,,"need help w/ repairs?  ANSWER: ""Completed, awaiting replacement check lost in the mail since Nov 2012","FEMA sent check but not received, replacement check pending",,,,"Financial Aid (FEMA or otherwise), Legal",11
SI1_1023,2013-02-04T16:44:16Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_1024,2013-02-04T16:45:15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,are fine,None,,,,,,,,,,,,,,
SI1_1025,2013-02-04T16:46:16Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,,NO,YES,NO,YES,NO,YES,,YES,YES,NO,YES,YES,NO,YES,,Universal,Yes,NO,NO,NO,YES,,YES,NO,NO,YES,,YES,Financial assistance,Completed,,YES,,NO,YES,NO,NO,,,,,,,,
SI1_1026,2013-02-04T16:46:22Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_1027,2013-02-04T16:46:34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_1028,2013-02-04T16:47:00Z,,E,,Staten Island,NY,,5,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,NO,,NO,YES,YES,YES,NO,NO,NO,,Allstate,Yes,YES,YES,NO,YES,,YES,NO,NO,NO,,NO,water,,,YES,,,YES,NO,NO,,,,,,,,e10
SI1_1029,2013-02-04T16:47:20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,
SI1_1030,2013-02-04T16:48:02Z,2012-01-19T00:00:00Z,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_1031,2013-02-04T16:48:05Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1032,2013-02-04T16:48:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1033,2013-02-04T16:49:06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,
SI1_1034,2013-02-04T16:49:33Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1035,2013-02-04T16:50:04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_1036,2013-02-04T16:50:06Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,YES,,YES,NO,NO,YES,YES,NO,YES,,Occidental,Yes,NO,NO,NO,NO,,YES,NO,NO,NO,,YES,Repairs,Completed,,NO,,NO,YES,NO,,,,,,,,,
